area_type,availability,location,total_sqft,bath,balcony,price,bhk
Built-up  Area,18-Dec,Electronic City,1090,2.0,1.0,31.48,1.0
Plot  Area,Ready To Move,Sarvabhouma Nagar,1500,5.0,2.0,210.0,5.0
Super built-up  Area,18-Dec,Jakkur,1660,3.0,2.0,104.0,3.0
Super built-up  Area,Ready To Move,Nagavara,1247,2.0,1.0,58.56,2.0
Super built-up  Area,18-May,Thanisandra,1595,3.0,2.0,96.0,3.0
Super built-up  Area,Ready To Move,Kaggadasapura,1175,2.0,2.0,50.0,2.0
Super built-up  Area,Ready To Move,Old Airport Road,1184,2.0,1.0,78.0,2.0
Super built-up  Area,Ready To Move,Byrasandra,1100,2.0,2.0,55.0,2.0
Plot  Area,18-Apr,Kaval Byrasandra,935,2.0,0.0,78.0,2.0
Built-up  Area,Ready To Move,Yelahanka,1200,2.0,2.0,60.0,2.0
Super built-up  Area,Ready To Move,Neelamangala,1000,2.0,1.0,45.0,2.0
Built-up  Area,Ready To Move,Uttarahalli,1000,2.0,0.0,52.0,2.0
Super built-up  Area,Ready To Move,Yelahanka,1705,3.0,2.0,85.0,3.0
Built-up  Area,Ready To Move,Tumkur Road,1060,2.0,2.0,58.3,3.0
Plot  Area,Ready To Move,Chikka Tirupathi,2325,4.0,1.0,120.0,4.0
Super built-up  Area,17-Mar,Kammagondahalli,1347,2.0,2.0,55.0,3.0
Super built-up  Area,17-Dec,Varthur,1402,2.0,2.0,95.0,2.0
Super built-up  Area,18-Oct,Whitefield,2280,4.0,2.0,125.0,3.0
Super built-up  Area,Ready To Move,Whitefield ECC Road,1225,2.0,2.0,71.05,2.0
Super built-up  Area,Ready To Move,5th Phase JP Nagar,1080,2.0,1.0,53.0,2.0
Built-up  Area,Ready To Move,Begur Road,1100,2.0,2.0,42.6,2.0
Super built-up  Area,22-Jan,Bannerghatta Road,1200,2.0,2.0,78.0,2.0
Super built-up  Area,Ready To Move,Begur Road,1565,2.0,2.0,57.91,3.0
Plot  Area,18-Apr,Maruthi nagar kogilu,1200,3.0,0.0,78.0,2.0
Super built-up  Area,Ready To Move,Kothanur,1581,3.0,3.0,76.0,3.0
Super built-up  Area,18-Dec,Whitefield,2882,5.0,1.0,200.0,4.0
Plot  Area,Ready To Move,TC Palaya,1440,5.0,2.0,97.0,5.0
Super built-up  Area,Ready To Move,Abbigere,985,2.0,1.0,38.92,2.0
Built-up  Area,Ready To Move,Sarjapur,950,2.0,2.0,35.0,2.0
Super built-up  Area,Ready To Move,Jai Bheema Nagar,1339,2.0,2.0,55.0,2.0
Super built-up  Area,Ready To Move,Ayappa Nagar,1449,3.0,1.0,72.0,3.0
Plot  Area,Ready To Move,Chikkasandra,1200,4.0,2.0,180.0,4.0
Super built-up  Area,18-May,Brindavan Layout,1100,2.0,2.0,38.68,2.0
Super built-up  Area,Ready To Move,Hoskote,929 - 1078,2.0,0.0,28.095,2.0
Built-up  Area,Ready To Move,Kaval Byrasandra,2700,3.0,2.0,200.0,3.0
Super built-up  Area,Ready To Move,Billamaranahalli,1100,2.0,3.0,55.0,2.0
Built-up  Area,18-Dec,Electronic City,1140,2.0,1.0,32.92,2.0
Built-up  Area,Ready To Move,Chandapura,800,1.0,2.0,30.0,2.0
Built-up  Area,Ready To Move,Chikkabanavar,2000,4.0,0.0,65.0,5.0
Plot  Area,Ready To Move,Prasanti Nagar,1200,4.0,1.0,190.0,4.0
Built-up  Area,Ready To Move,3rd Block Hrbr Layout,1300,2.0,3.0,95.0,2.0
Super built-up  Area,Ready To Move,Kanakpura Road,1220,2.0,2.0,60.0,2.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2289,3.0,2.0,178.0,3.0
Super built-up  Area,18-Jan,Whitefield,1170,2.0,1.0,56.0,2.0
Super built-up  Area,Ready To Move,Vignana Nagar,1350,2.0,2.0,89.5,2.0
Super built-up  Area,Ready To Move,Kambipura,883,2.0,1.0,45.0,2.0
Built-up  Area,Ready To Move,Thanisandra,1698,3.0,2.0,125.0,3.0
Super built-up  Area,18-May,Electronic City Phase II,2150 - 2225,4.0,0.0,105.0,4.0
Super built-up  Area,Ready To Move,Ambalipura,1060,2.0,1.0,58.5,2.0
Super built-up  Area,Ready To Move,Somasundara Palya,1185,2.0,2.0,75.0,2.0
Super built-up  Area,20-Dec,Padmanabhanagar,2051,3.0,1.0,180.0,3.0
Super built-up  Area,Ready To Move,Vittasandra,1404,2.0,1.0,72.0,2.0
Super built-up  Area,Ready To Move,Electronic City Phase II,1252,2.0,1.0,67.0,2.0
Super built-up  Area,18-Mar,Bannerghatta Road,1885,3.0,1.0,125.0,3.0
Super built-up  Area,Ready To Move,Hormavu,980,2.0,2.0,42.0,2.0
Super built-up  Area,19-Jan,Banashankari,1420,3.0,1.0,66.0,3.0
Built-up  Area,Ready To Move,"Banasawadi, ",2312,3.0,2.0,156.0,3.0
Super built-up  Area,Ready To Move,Kaggadasapura,3000,4.0,2.0,130.0,4.0
Built-up  Area,Ready To Move,Jayamahal,1175,2.0,1.0,70.0,2.0
Super built-up  Area,Ready To Move,Vinayaka Nagar,1145,2.0,2.0,51.0,2.0
Built-up  Area,Ready To Move,Bhoganhalli,970,2.0,1.0,52.5,2.0
Built-up  Area,18-Dec,Electronic City,1125,2.0,1.0,32.49,2.0
Super built-up  Area,19-Sep,Whitefield,1520 - 1759,3.0,0.0,92.63,3.0
Super built-up  Area,18-Jul,Ramagondanahalli,1635,3.0,1.0,57.0,3.0
Super built-up  Area,18-Dec,Jalahalli,1200,2.0,1.0,66.0,1.0
Super built-up  Area,Ready To Move,Kathriguppe,1335,2.0,2.0,73.43,3.0
Super built-up  Area,Ready To Move,Yeshwanthpur,1166,2.0,1.0,64.08,2.0
Super built-up  Area,Ready To Move,Shivaji Nagar,1460,2.0,1.0,90.0,3.0
Super built-up  Area,Ready To Move,Gulimangala,1690,3.0,3.0,50.0,3.0
Plot  Area,Ready To Move,Nagashetty Halli,1386,3.0,2.0,93.0,4.0
Super built-up  Area,Ready To Move,Devasandra Extension,1090,2.0,2.0,32.0,2.0
Super built-up  Area,21-Dec,Thanisandra,1732,3.0,1.0,85.73,3.0
Super built-up  Area,Ready To Move,Whitefield,1390,2.0,1.0,72.0,2.0
Built-up  Area,Ready To Move,Sector 2 HSR Layout,1095,2.0,1.0,85.41,2.0
Super built-up  Area,19-Dec,Kengeri,416,1.0,1.0,17.19,1.0
Super built-up  Area,Ready To Move,Channasandra Layout,2400,2.0,3.0,50.0,3.0
Built-up  Area,Ready To Move,Yelahanka,1350,2.0,3.0,85.0,3.0
Built-up  Area,Ready To Move,Bannerghatta Road,1453,2.0,2.0,73.0,3.0
Super built-up  Area,Ready To Move,Thanisandra,1226,2.0,1.0,65.0,2.0
Plot  Area,Ready To Move,Kasturi Nagar,784,2.0,2.0,165.0,4.0
Super built-up  Area,Ready To Move,Hegde Nagar,1168,2.0,1.0,68.0,3.0
Super built-up  Area,19-Dec,Bannerghatta,1776,3.0,2.0,124.0,3.0
Built-up  Area,Ready To Move,Whitefield,1634,3.0,2.0,68.0,3.0
Plot  Area,Ready To Move,Hormavu,860,2.0,0.0,56.0,2.0
Super built-up  Area,Ready To Move,Nagasandra,1650,3.0,2.0,95.0,3.0
Super built-up  Area,Ready To Move,Whitefield,1190,2.0,1.0,70.0,2.0
Super built-up  Area,18-Aug,JP Nagar,1133,2.0,1.0,33.99,2.0
Super built-up  Area,Ready To Move,Suraksha Nagar,1559,3.0,2.0,62.0,3.0
Plot  Area,Ready To Move,Horamavu Banaswadi,1448,4.0,0.0,118.0,3.0
Super built-up  Area,Ready To Move,Kodichikkanahalli,976,2.0,1.0,50.0,2.0
Super built-up  Area,Ready To Move,Yelahanka,1590,2.0,2.0,54.0,3.0
Built-up  Area,Ready To Move,Yelahanka,1633,3.0,2.0,110.0,3.0
Super built-up  Area,18-Aug,Ramagondanahalli,1151,2.0,2.0,46.0,2.0
Super built-up  Area,Ready To Move,Kereguddadahalli,1400,2.0,2.0,42.0,3.0
Super built-up  Area,17-Apr,Uttarahalli,1037,2.0,1.0,36.0,2.0
Super built-up  Area,Ready To Move,Thanisandra,1188,2.0,1.0,36.0,2.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar 5th Stage,1060,2.0,1.0,52.0,2.0
Super built-up  Area,Ready To Move,Thigalarapalya,2215,4.0,2.0,162.0,3.0
Super built-up  Area,Ready To Move,Hennur,1255,2.0,2.0,54.5,2.0
Super built-up  Area,Ready To Move,Hormavu,1075,2.0,1.0,53.7,2.0
Super built-up  Area,17-Apr,Harlur,2569,5.0,3.0,180.0,4.0
Super built-up  Area,18-Dec,ITPL,900,2.0,1.0,27.0,2.0
Super built-up  Area,18-Aug,Kudlu Gate,1183,2.0,1.0,79.54,2.0
Super built-up  Area,Ready To Move,HSR Layout,1100,2.0,2.0,44.0,2.0
Super built-up  Area,Ready To Move,GM Palaya,1643,2.0,2.0,70.0,3.0
Super built-up  Area,Ready To Move,Banagiri Nagar,1500,2.0,2.0,120.0,3.0
Super built-up  Area,Ready To Move,Jakkur,1291,2.0,1.0,75.0,2.0
Plot  Area,17-Oct,Hennur,1150,3.0,2.0,80.0,3.0
Super built-up  Area,Ready To Move,Electronic City,1060,2.0,1.0,55.0,2.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,1575,2.0,2.0,110.0,3.0
Plot  Area,Ready To Move,BHEL Layout,1200,4.0,1.0,160.0,5.0
Built-up  Area,Ready To Move,Byrathi Village,1700,3.0,2.0,55.0,4.0
Super built-up  Area,Ready To Move,Mahadevpura,1236,2.0,1.0,58.0,2.0
Built-up  Area,Ready To Move,Ramamurthy Nagar,1350,2.0,2.0,39.0,3.0
Built-up  Area,18-Dec,Electronic City,1200,2.0,1.0,34.66,2.0
Plot  Area,Ready To Move,Hulimavu,1200,4.0,1.0,75.0,4.0
Built-up  Area,Ready To Move,Harlur,1225,2.0,2.0,56.0,2.0
Super built-up  Area,18-Apr,Thanisandra,1056,2.0,1.0,75.0,2.0
Super built-up  Area,18-Jun,9th Phase JP Nagar,1240,2.0,2.0,42.85,3.0
Super built-up  Area,17-Oct,Banashankari,1200,3.0,2.0,74.52,3.0
Super built-up  Area,18-Dec,Kudlu Gate,1850,3.0,2.0,110.0,3.0
Super built-up  Area,Ready To Move,Amblipura,3150,4.0,3.0,180.0,4.0
Built-up  Area,Ready To Move,Naganathapura,1200,1.0,0.0,39.82,1.0
Plot  Area,Ready To Move,Dodda Banaswadi,1018,4.0,1.0,150.0,4.0
Super built-up  Area,18-Jul,Chandapura,1185,2.0,2.0,30.22,3.0
Super built-up  Area,Ready To Move,Jigani,918,2.0,2.0,56.0,2.0
Super built-up  Area,Ready To Move,GD Layout,1330,2.0,2.0,68.0,3.0
Built-up  Area,Ready To Move,Munnekollal,1540,2.0,3.0,70.0,3.0
Super built-up  Area,Ready To Move,Lakshminarayana Pura,1200,2.0,2.0,80.0,2.0
Super built-up  Area,18-Dec,Sunkan palya,927,2.0,2.0,37.0,2.0
Built-up  Area,19-Jun,Sarjapur,2580 - 2591,4.0,0.0,115.0,4.0
Super built-up  Area,Ready To Move,CV Raman Nagar,1400,2.0,2.0,78.0,3.0
Super built-up  Area,Ready To Move,Hosur Road,1345,2.0,2.0,106.0,2.0
Super built-up  Area,Ready To Move,8th Phase JP Nagar,1510,2.0,3.0,80.0,2.0
Super built-up  Area,Ready To Move,Malleshwaram,302,2.0,1.0,25.0,2.0
Super built-up  Area,21-Dec,Kanakpura Road,525,2.0,2.0,27.0,1.0
Plot  Area,18-Aug,ITPL,1500,3.0,1.0,61.52,3.0
Super built-up  Area,19-Dec,Yelahanka,629 - 1026,1.0,0.0,42.535,1.0
Super built-up  Area,Ready To Move,Vidyaranyapura,1100,2.0,2.0,72.0,3.0
Built-up  Area,Ready To Move,Sunkadakatte,1200,3.0,1.0,68.0,3.0
Super built-up  Area,21-Dec,Kanakpura Road,1100,3.0,2.0,53.0,3.0
Carpet  Area,19-Jun,Hormavu,2282,4.0,0.0,115.0,4.0
Built-up  Area,Ready To Move,Jayanti Nagar,760,2.0,1.0,37.49,2.0
Plot  Area,Ready To Move,Sarjapur,2172,3.0,0.0,100.0,3.0
Plot  Area,Ready To Move,Kumaraswami Layout,600,2.0,1.0,72.0,4.0
Super built-up  Area,Ready To Move,8th Phase JP Nagar,3300,3.0,2.0,165.0,3.0
Super built-up  Area,19-Mar,Thubarahalli,1242,3.0,1.0,51.0,3.0
Plot  Area,Ready To Move,Moodalapalya,410,1.0,1.0,48.0,1.0
Super built-up  Area,Ready To Move,Uttarahalli,1245,2.0,2.0,43.58,3.0
Built-up  Area,Ready To Move,Kadugodi,1088,2.0,2.0,44.0,2.0
Built-up  Area,Ready To Move,Sahakara Nagar,1200,2.0,0.0,46.0,2.0
Plot  Area,Ready To Move,TC Palaya,1995,3.0,1.0,100.0,3.0
Super built-up  Area,Ready To Move,Haralur Road,1309,2.0,1.0,82.0,2.0
Super built-up  Area,Ready To Move,BTM 1st Stage,1717,3.0,2.0,200.0,3.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2100,3.0,2.0,200.0,3.0
Plot  Area,Ready To Move,Gayathri Nagar,880,1.0,0.0,90.0,2.0
Super built-up  Area,18-Aug,Maruthi Nagar,1250,3.0,2.0,42.0,3.0
Super built-up  Area,Ready To Move,5th Phase JP Nagar,1041,2.0,2.0,54.0,2.0
Super built-up  Area,Ready To Move,Sarjapur  Road,1505,2.0,2.0,60.0,3.0
Super built-up  Area,18-Jul,Bannerghatta,1776,3.0,2.0,150.0,3.0
Super built-up  Area,Ready To Move,Bellandur,1767,3.0,2.0,89.0,3.0
Super built-up  Area,Ready To Move,Rajiv Gandhi Nagar,1293,2.0,2.0,80.0,2.0
Super built-up  Area,Ready To Move,Kengeri,1320,2.0,1.0,50.0,2.0
Built-up  Area,Ready To Move,Bhuvaneshwari Nagar,1280,2.0,2.0,68.48,2.0
Super built-up  Area,19-Mar,Thanisandra,1245,2.0,1.0,83.05,2.0
Super built-up  Area,Ready To Move,Haralur Road,1027,1.0,2.0,44.0,2.0
Built-up  Area,Ready To Move,Yelenahalli,1200,2.0,2.0,46.17,2.0
Super built-up  Area,21-Dec,Kanakpura Road,1100,3.0,2.0,58.0,3.0
Plot  Area,Ready To Move,Medahalli,1065,3.0,1.0,72.0,3.0
Super built-up  Area,21-Dec,Kannamangala,1814,3.0,1.0,129.0,3.0
Super built-up  Area,Ready To Move,Ramagondanahalli,1610,2.0,1.0,112.0,3.0
Built-up  Area,Ready To Move,Kumaraswami Layout,850,1.0,1.0,78.0,1.0
Super built-up  Area,18-Jul,Kasavanhalli,1600,3.0,3.0,79.0,3.0
Super built-up  Area,Ready To Move,Old Mangammanapalya Road,3200,4.0,2.0,140.0,3.0
Built-up  Area,Ready To Move,Canara Bank Colony,1250,2.0,1.0,77.13,3.0
Super built-up  Area,Ready To Move,Haralur Road,1243,2.0,2.0,46.0,2.0
Super built-up  Area,Ready To Move,Kanakpura Road,1452,3.0,3.0,60.98,3.0
Super built-up  Area,Ready To Move,Ittamadu,1475,3.0,3.0,75.0,3.0
Super built-up  Area,Ready To Move,Electronic City,1353,2.0,3.0,75.0,2.0
Carpet  Area,Ready To Move,Maruthi Sevanagar,2100,3.0,0.0,210.0,4.0
Super built-up  Area,21-Aug,Electronics City Phase 1,1750,3.0,2.0,58.0,3.0
Built-up  Area,Ready To Move,Sahakara Nagar,1270,2.0,1.0,96.0,2.0
Built-up  Area,Ready To Move,Battarahalli,2700,3.0,0.0,75.0,4.0
Built-up  Area,19-May,Thanisandra,2695,4.0,3.0,188.0,4.0
Super built-up  Area,Ready To Move,Hessarghatta,1330,3.0,2.0,65.0,3.0
Built-up  Area,Ready To Move,Electronic City,660,1.0,0.0,18.0,2.0
Super built-up  Area,Ready To Move,BTM 2nd Stage,1400,2.0,3.0,90.0,2.0
Built-up  Area,Ready To Move,Gubbalala,4000,5.0,1.0,195.0,4.0
Super built-up  Area,Ready To Move,Kanakpura Road,1700,3.0,2.0,75.0,3.0
Built-up  Area,Ready To Move,Kasavanhalli,1585,2.0,2.0,90.0,2.0
Super built-up  Area,Ready To Move,Kothanur,1385,3.0,3.0,67.0,3.0
Super built-up  Area,18-Jul,Electronic City,1128,2.0,1.0,67.0,2.0
Super built-up  Area,Ready To Move,HSR Layout,1203,2.0,2.0,60.0,2.0
Super built-up  Area,Ready To Move,Mallasandra,905,2.0,1.0,35.0,2.0
Super built-up  Area,19-Mar,Hennur Road,1450,3.0,2.0,79.0,3.0
Super built-up  Area,Ready To Move,Varthur,1105,2.0,3.0,38.0,2.0
Plot  Area,18-Apr,Channasandra,1200,2.0,1.0,46.13,2.0
Super built-up  Area,Ready To Move,Jalahalli,1530,2.0,3.0,89.0,3.0
Super built-up  Area,Ready To Move,Whitefield,1105,2.0,1.0,35.4,2.0
Super built-up  Area,18-Jul,Dasarahalli,1333,2.0,1.0,78.56,2.0
Built-up  Area,17-Sep,Hongasandra,1065,2.0,2.0,45.0,2.0
Plot  Area,Immediate Possession,Hosur Road,1350,2.0,2.0,8.44,3.0
Super built-up  Area,Ready To Move,Haralur Road,1243,2.0,2.0,46.0,2.0
Super built-up  Area,18-Dec,Old Madras Road,1530,3.0,2.0,76.34,3.0
Plot  Area,Ready To Move,Margondanahalli,1200,2.0,1.0,65.0,2.0
Super built-up  Area,Ready To Move,Whitefield,1270,2.0,1.0,94.0,2.0
Super built-up  Area,Ready To Move,Bellandur,1830,3.0,3.0,89.0,3.0
Super built-up  Area,Ready To Move,Chandapura,900,2.0,3.0,35.0,2.0
Super built-up  Area,Ready To Move,Bannerghatta Road,1450,2.0,2.0,78.0,3.0
Super built-up  Area,Ready To Move,J C Nagar,1525,3.0,3.0,65.0,3.0
Built-up  Area,Ready To Move,Mahalakshmi Layout,1080,2.0,1.0,67.0,2.0
Built-up  Area,Ready To Move,Bagalur Main Road,1220,2.0,2.0,72.0,2.0
Super built-up  Area,Ready To Move,Begur Road,1200,2.0,2.0,44.4,2.0
Super built-up  Area,Ready To Move,Bommanahalli,1215 - 1495,2.0,0.0,73.17,2.0
Super built-up  Area,Ready To Move,Govindapura,1500,2.0,2.0,60.0,2.0
Built-up  Area,Ready To Move,Koramangala,1355,2.0,2.0,95.0,2.0
Built-up  Area,17-Jul,Electronic City,1070,2.0,1.0,57.0,2.0
Super built-up  Area,Ready To Move,CV Raman Nagar,1980,4.0,1.0,180.0,3.0
Super built-up  Area,Ready To Move,Bommasandra,842,2.0,2.0,30.0,2.0
Super built-up  Area,Ready To Move,Bannerghatta Road,700,1.0,1.0,31.2,1.0
Built-up  Area,Ready To Move,Doddakammanahalli,2500,4.0,2.0,65.0,3.0
Built-up  Area,Ready To Move,"Kanakapura Road, ",1884,3.0,2.0,95.0,3.0
Built-up  Area,Ready To Move,Dena Bank Colony,1100,2.0,2.0,75.0,2.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1196,2.0,2.0,40.54,2.0
Super built-up  Area,Ready To Move,Budigere,1820,3.0,2.0,85.0,3.0
Super built-up  Area,Ready To Move,Thanisandra,1185,2.0,2.0,43.5,2.0
Super built-up  Area,Ready To Move,Varthur,2145,3.0,2.0,170.0,3.0
Super built-up  Area,Ready To Move,Whitefield,1220,2.0,1.0,89.0,2.0
Super built-up  Area,Ready To Move,Whitefield,1116,2.0,3.0,51.91,2.0
Super built-up  Area,Ready To Move,6th Phase JP Nagar,1192,2.0,3.0,75.0,2.0
Super built-up  Area,Ready To Move,Marathahalli,1449,3.0,2.0,110.0,3.0
Built-up  Area,Ready To Move,Electronic City,1700,3.0,2.0,90.0,3.0
Super built-up  Area,18-Aug,Hebbal,1920,3.0,2.0,150.0,3.0
Plot  Area,Ready To Move,BTM 4th Stage,1350,2.0,0.0,90.0,2.0
Built-up  Area,Ready To Move,"Sarjapur Road, ",1700,3.0,2.0,74.0,3.0
Super built-up  Area,19-Dec,Hoodi,1447,3.0,2.0,76.0,2.0
Super built-up  Area,19-Jul,Kanakpura Road,1329,2.0,1.0,107.0,2.0
Built-up  Area,Ready To Move,Sarjapur  Road,1314,2.0,2.0,70.44,3.0
Plot  Area,Ready To Move,Hal old airport road,1200,3.0,2.0,110.0,3.0
Super built-up  Area,19-Mar,Hosa Road,1513,3.0,1.0,103.0,3.0
Plot  Area,Ready To Move,arudi,6Acres,2.0,0.0,80.0,3.0
Super built-up  Area,Ready To Move,Vittasandra,1246,2.0,1.0,67.5,2.0
Super built-up  Area,Ready To Move,Ganga Nagar,705,1.0,1.0,65.0,1.0
Super built-up  Area,Ready To Move,Dasarahalli,1220,2.0,2.0,62.0,2.0
Super built-up  Area,Ready To Move,Yelahanka New Town,1800,2.0,1.0,45.0,3.0
Super built-up  Area,Ready To Move,Kaval Byrasandra,1400,3.0,2.0,75.0,3.0
Super built-up  Area,Ready To Move,Kasavanhalli,1245,2.0,2.0,80.0,2.0
Super built-up  Area,Ready To Move,Anantapuram,1495,2.0,1.0,63.0,3.0
Built-up  Area,Ready To Move,Gollarapalya Hosahalli,996,2.0,2.0,36.5,2.0
Built-up  Area,Ready To Move,Yelahanka New Town,1000,2.0,1.0,44.0,2.0
Built-up  Area,Ready To Move,Chikka Banaswadi,1250,2.0,3.0,75.0,2.0
Super built-up  Area,18-Aug,Chandapura,975,2.0,1.0,24.86,2.0
Super built-up  Area,Ready To Move,Thanisandra,1261,2.0,1.0,80.0,3.0
Built-up  Area,Ready To Move,Electronics City Phase 1,1080,2.0,2.0,46.0,2.0
Super built-up  Area,Ready To Move,Akshayanagara East,1230,2.0,1.0,50.0,2.0
Super built-up  Area,18-Mar,Kammasandra,982,2.0,2.0,25.53,2.0
Super built-up  Area,18-May,Bommasandra,1260,3.0,1.0,49.36,3.0
Super built-up  Area,Ready To Move,HSR Layout,1590,2.0,2.0,135.0,3.0
Super built-up  Area,Ready To Move,Horamavu Agara,1220,2.0,2.0,39.0,2.0
Super built-up  Area,18-May,Electronic City Phase II,1320,2.0,1.0,38.12,3.0
Super built-up  Area,Ready To Move,Green Glen Layout,1750,3.0,2.0,105.0,3.0
Super built-up  Area,Ready To Move,Whitefield,1436,2.0,3.0,62.15,3.0
Plot  Area,18-Apr,TC Palaya,1200,2.0,0.0,66.0,3.0
Super built-up  Area,Ready To Move,Malleshwaram,1500,2.0,2.0,140.0,2.0
Super built-up  Area,Ready To Move,Varthur,1560,3.0,2.0,90.0,3.0
Super built-up  Area,Ready To Move,Belatur,1275,2.0,2.0,59.0,2.0
Super built-up  Area,Ready To Move,Ramanjaneyanagar,1040,2.0,2.0,36.4,2.0
Super built-up  Area,Ready To Move,Bellandur,2400,3.0,2.0,115.0,3.0
Super built-up  Area,Ready To Move,Karuna Nagar,1960,3.0,2.0,165.0,3.0
Super built-up  Area,Ready To Move,Yeshwanthpur,1195,2.0,2.0,100.0,2.0
Super built-up  Area,Ready To Move,Yelahanka,1140 - 1250,2.0,0.0,53.105,2.0
Super built-up  Area,Ready To Move,Hosakerehalli,4500,5.0,2.0,145.0,5.0
Plot  Area,Ready To Move,Ulsoor,450,3.0,1.0,70.0,3.0
Super built-up  Area,18-Jun,Javarandoddi,648,1.0,1.0,40.0,1.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2100,3.0,2.0,130.0,3.0
Super built-up  Area,Ready To Move,Kudlu,1027,2.0,1.0,44.0,2.0
Super built-up  Area,18-May,Bommasandra,1365,3.0,1.0,52.82,3.0
Super built-up  Area,Ready To Move,Yelahanka New Town,650,1.0,1.0,18.0,1.0
Plot  Area,18-Nov,Chandapura,1200,2.0,1.0,52.0,3.0
Super built-up  Area,Ready To Move,Cooke Town,1100,2.0,3.0,90.0,2.0
Built-up  Area,Ready To Move,7th Phase JP Nagar,1075,2.0,1.0,57.0,3.0
Super built-up  Area,Ready To Move,Banashankari,1100,2.0,1.0,63.0,2.0
Super built-up  Area,Ready To Move,Akshya Nagar,1320,2.0,1.0,58.0,3.0
Super built-up  Area,Ready To Move,Kammasandra,1500,3.0,2.0,65.0,3.0
Plot  Area,Ready To Move,Vijaypura,1200,5.0,1.0,150.0,4.0
Plot  Area,Ready To Move,Bapuji Nagar,1125,3.0,2.0,126.0,4.0
Super built-up  Area,Ready To Move,Vittasandra,1246,2.0,1.0,67.5,2.0
Super built-up  Area,18-Apr,Bhoganhalli,1718,3.0,2.0,90.2,3.0
Super built-up  Area,Ready To Move,Bisuvanahalli,1075,2.0,1.0,32.0,3.0
Super built-up  Area,18-Oct,Chennammana Kere,1480,3.0,1.0,75.48,3.0
Super built-up  Area,Ready To Move,Austin Town,500,1.0,1.0,13.0,1.0
Plot  Area,18-May,Kaikondrahalli,1200,4.0,2.0,125.0,4.0
Super built-up  Area,Ready To Move,Kanakpura Road,1041,2.0,1.0,36.44,2.0
Super built-up  Area,Ready To Move,Doddanekundi,1128,2.0,2.0,48.4,2.0
Super built-up  Area,Ready To Move,Hosur Road,1685,3.0,1.0,90.0,3.0
Super built-up  Area,Ready To Move,Guddadahalli,1180,2.0,2.0,65.0,2.0
Built-up  Area,Ready To Move,Ejipura,1200,2.0,1.0,60.0,2.0
Super built-up  Area,18-Apr,Mangammanapalya,1250,3.0,2.0,39.5,3.0
Super built-up  Area,21-Dec,Kanakpura Road,900,2.0,1.0,41.0,2.0
Built-up  Area,Ready To Move,Chelekare,1000,2.0,1.0,45.0,2.0
Built-up  Area,Ready To Move,Yelahanka New Town,600,2.0,2.0,80.0,2.0
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,600,3.0,2.0,82.0,4.0
Super built-up  Area,Ready To Move,Vittasandra,1404,2.0,1.0,70.0,2.0
Super built-up  Area,Ready To Move,Ramagondanahalli,1610,2.0,2.0,115.0,3.0
Super built-up  Area,18-Jul,Varthur,1760,2.0,1.0,85.0,2.0
Super built-up  Area,Ready To Move,Amam Enclave Layout,975,2.0,1.0,55.0,2.0
Built-up  Area,Ready To Move,Kashi Nagar,1190,2.0,2.0,42.0,2.0
Built-up  Area,Ready To Move,Kudlu,1110,2.0,1.0,46.0,2.0
Super built-up  Area,18-May,Gunjur,1235,2.0,2.0,44.5,2.0
Super built-up  Area,Ready To Move,Nanjappa Garden,1275,2.0,3.0,55.0,2.0
Built-up  Area,Ready To Move,Victoria Layout,1115,2.0,1.0,115.0,2.0
Super built-up  Area,Ready To Move,Harlur,1197,2.0,1.0,76.0,2.0
Super built-up  Area,20-Dec,Begur Road,644,1.0,1.0,32.0,1.0
Super built-up  Area,Ready To Move,Bellandur,1251,2.0,3.0,47.0,2.0
Super built-up  Area,18-Apr,Neeladri Nagar,1105,2.0,2.0,30.0,2.0
Super built-up  Area,18-Aug,4th Phase JP Nagar,1080,2.0,2.0,38.0,2.0
Super built-up  Area,Ready To Move,Kudlu,2100,3.0,1.0,114.0,4.0
Plot  Area,Ready To Move,Kammanahalli,1600,4.0,1.0,200.0,4.0
Super built-up  Area,Ready To Move,NRI Layout,1731,3.0,3.0,64.11,3.0
Super built-up  Area,Ready To Move,Hormavu,1206,2.0,1.0,55.0,2.0
Super built-up  Area,Ready To Move,Choodasandra,1560,3.0,2.0,78.0,3.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,750,1.0,2.0,47.0,1.0
Built-up  Area,Ready To Move,Billekahalli,1035,2.0,2.0,90.0,2.0
Super built-up  Area,Ready To Move,Sarjapur  Road,702,1.0,0.0,35.8,1.0
Plot  Area,Ready To Move,Attibele,1700,3.0,1.0,65.0,3.0
Super built-up  Area,Ready To Move,HRBR Layout,1145,2.0,2.0,68.5,2.0
Super built-up  Area,Ready To Move,Ramamurthy Nagar,1208,2.0,2.0,43.5,3.0
Super built-up  Area,Ready To Move,Brookefield,1589,3.0,2.0,74.0,3.0
